2015 년 행정구역 배출량,,,,,,,,,,,,,,
,,,,,,조사년도,오염물질,,,,,,,
,,,,,,2015년,2015년,2015년,2015년,2015년,2015년,2015년,2015년,"2015년 (단위:kg , 비산먼지 포함)"
시도,시군구,배출원대분류,배출원중분류,배출원소분류,연료대분류,CO,NOx,SOx,TSP,PM10,PM2.5,VOC,NH3,BC
충청남도,금산군,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"16,811",,
충청남도,금산군,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"142,012",,
충청남도,금산군,유기용제 사용,세정시설,전자부품 제조,기타,,,,,,,"1,500",,
충청남도,금산군,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,"8,011",,
충청남도,금산군,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"17,090",,
충청남도,금산군,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"7,386",,
충청남도,금산군,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"144,881",,
충청남도,금산군,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,"4,447",,
충청남도,금산군,도로이동오염원,승용차,경형,휘발유,"31,269","1,289",11,,,,"2,299","2,777",
충청남도,금산군,도로이동오염원,승용차,경형,LPG,183,58,1,,,,8,,
충청남도,금산군,도로이동오염원,승용차,소형,경유,108,"2,221",1,39,39,36,27,2,20
충청남도,금산군,도로이동오염원,승용차,소형,휘발유,"14,608","5,147",10,1,1,1,"2,238","2,226",
충청남도,금산군,도로이동오염원,승용차,소형,LPG,81,25,,,,,3,,
충청남도,금산군,도로이동오염원,승용차,중형,경유,717,"22,337",8,57,57,52,360,23,30
충청남도,금산군,도로이동오염원,승용차,중형,휘발유,"32,048","11,185",45,20,20,18,"6,561","9,738",4
충청남도,금산군,도로이동오염원,승용차,중형,LPG,"14,327","3,947",17,,,,433,,
충청남도,금산군,도로이동오염원,승용차,대형,경유,280,"8,197",,24,24,22,137,,13
충청남도,금산군,도로이동오염원,승용차,대형,휘발유,"19,935","6,781",30,19,19,18,"3,936","6,492",4
충청남도,금산군,도로이동오염원,승용차,대형,LPG,"3,690",991,5,,,,104,,
충청남도,금산군,도로이동오염원,택시,중형,LPG,592,248,4,,,,28,,
충청남도,금산군,도로이동오염원,승합차,경형,휘발유,39,12,,,,,6,3,
충청남도,금산군,도로이동오염원,승합차,경형,LPG,"1,392",98,,,,,46,,
충청남도,금산군,도로이동오염원,승합차,소형,경유,884,"11,219",3,376,376,345,192,9,199
충청남도,금산군,도로이동오염원,승합차,소형,LPG,266,63,,,,,10,,
충청남도,금산군,도로이동오염원,승합차,중형,경유,"2,854","8,563",3,242,242,222,755,3,128
충청남도,금산군,도로이동오염원,승합차,대형,경유,"2,093","7,721",4,94,94,87,246,2,67
충청남도,금산군,도로이동오염원,승합차,특수,경유,954,"5,666",2,81,81,75,248,2,58
충청남도,금산군,도로이동오염원,버스,시내버스,경유,"2,465","7,979",4,56,56,52,109,5,40
충청남도,금산군,도로이동오염원,버스,시내버스,CNG,189,"3,284",,,,,"3,693",,
충청남도,금산군,도로이동오염원,버스,시외버스,경유,"13,124","48,659",21,560,560,515,"1,485",27,397
충청남도,금산군,도로이동오염원,버스,전세버스,경유,"7,132","25,231",11,256,256,235,630,15,181
충청남도,금산군,도로이동오염원,버스,고속버스,경유,28,95,,2,2,2,4,,1
충청남도,금산군,도로이동오염원,화물차,경형,휘발유,27,7,,,,,2,2,
충청남도,금산군,도로이동오염원,화물차,경형,LPG,"4,123",281,2,,,,129,,
충청남도,금산군,도로이동오염원,화물차,소형,경유,"13,067","95,788",29,"3,779","3,779","3,476","2,496",81,"1,998"
충청남도,금산군,도로이동오염원,화물차,소형,휘발유,6,2,,,,,,,
충청남도,금산군,도로이동오염원,화물차,소형,LPG,"1,903",481,1,,,,73,,
충청남도,금산군,도로이동오염원,화물차,중형,경유,"41,155","93,732",62,"3,085","3,085","2,838","11,967",28,657
충청남도,금산군,도로이동오염원,화물차,대형,경유,"44,125","210,454",56,"7,614","7,614","7,004","10,180",67,"5,402"
충청남도,금산군,도로이동오염원,화물차,특수,경유,"6,039","18,759",13,439,439,404,"1,683",6,311
충청남도,금산군,도로이동오염원,화물차,특수,CNG,196,445,,,,,405,,
충청남도,금산군,도로이동오염원,화물차,덤프트럭,경유,"5,188","28,476",8,789,789,726,"1,197",10,560
충청남도,금산군,도로이동오염원,화물차,콘크리트믹서트럭,경유,"1,568","8,626",3,239,239,220,362,3,170
충청남도,금산군,도로이동오염원,특수차,구난차,경유,75,162,,5,5,5,22,,4
충청남도,금산군,도로이동오염원,특수차,견인차,경유,"1,350","3,525",3,96,96,88,399,3,68
충청남도,금산군,도로이동오염원,특수차,기타,경유,903,"3,234",2,61,61,56,269,3,43
충청남도,금산군,도로이동오염원,RV,소형,경유,"5,451","88,789",29,"1,708","1,708","1,571","1,421",81,903
충청남도,금산군,도로이동오염원,RV,소형,휘발유,"1,052",199,,,,,276,,
충청남도,금산군,도로이동오염원,RV,소형,LPG,"9,728","2,606",5,,,,332,,
충청남도,금산군,도로이동오염원,RV,중형,경유,"14,943","56,062",16,"2,253","2,253","2,073","1,656",45,"1,191"
충청남도,금산군,도로이동오염원,RV,중형,휘발유,69,14,,,,,21,,
충청남도,금산군,도로이동오염원,RV,중형,LPG,"3,542","1,012",2,,,,105,,
충청남도,금산군,도로이동오염원,이륜차,50cc 미만,휘발유,"17,587",86,1,,,,"1,011",5,
충청남도,금산군,도로이동오염원,이륜차,50cc 이상,휘발유,"46,389","3,566",10,,,,"3,475",61,
충청남도,금산군,도로이동오염원,이륜차,100cc 이상,휘발유,"63,933","4,915",14,,,,"4,789",84,
충청남도,금산군,도로이동오염원,이륜차,260cc 이상,휘발유,"1,517",293,1,,,,159,4,
충청남도,금산군,비도로이동오염원,농업기계,경운기,경유,"5,605","11,209",2,"1,121","1,121","1,031","1,681",33,795
충청남도,금산군,비도로이동오염원,농업기계,콤바인,경유,"1,081","1,999",1,242,242,223,236,9,172
충청남도,금산군,비도로이동오염원,농업기계,분무기류,경유,"9,983","19,965",4,"1,997","1,997","1,836","2,995",59,"1,416"
충청남도,금산군,비도로이동오염원,농업기계,양수기,경유,"15,843","31,686",7,"3,169","3,169","2,915","4,753",93,"2,248"
충청남도,금산군,비도로이동오염원,농업기계,탈곡기,경유,452,904,,90,90,83,136,3,64
충청남도,금산군,비도로이동오염원,농업기계,파종기,경유,10,20,,2,2,2,3,,1
충청남도,금산군,비도로이동오염원,농업기계,트랙터,경유,"5,812","18,375",7,914,914,841,"1,125",70,649
충청남도,금산군,비도로이동오염원,농업기계,이앙기,경유,377,754,,75,75,69,113,2,53
충청남도,금산군,비도로이동오염원,건설장비,불도저,경유,646,"1,271",,69,69,63,202,,49
충청남도,금산군,비도로이동오염원,건설장비,로우더,경유,"2,963","5,891",2,316,316,290,799,2,224
충청남도,금산군,비도로이동오염원,건설장비,지게차,경유,"13,785","29,045",12,"1,636","1,636","1,506","3,936",8,"1,161"
충청남도,금산군,비도로이동오염원,건설장비,굴삭기,경유,"14,735","28,749",14,"1,562","1,562","1,437","3,334",10,"1,108"
충청남도,금산군,비도로이동오염원,건설장비,기중기,경유,"1,977","6,437",2,251,251,231,754,1,178
충청남도,금산군,비도로이동오염원,건설장비,콘크리트펌프,경유,"1,224","2,147",2,50,50,46,381,1,36
충청남도,금산군,비도로이동오염원,건설장비,로울러,경유,730,"1,436",1,81,81,74,212,,57
충청남도,금산군,비도로이동오염원,건설장비,공기압축기,경유,724,"2,355",1,91,91,84,306,1,65
충청남도,금산군,비도로이동오염원,건설장비,천공기,경유,395,"1,292",,50,50,46,164,,36
충청남도,금산군,폐기물처리,폐기물소각,생활폐기물,기타,56,201,45,6,4,4,2,,
충청남도,금산군,폐기물처리,폐기물소각,사업장폐기물(플레어링 제외),기타,307,"6,138",172,123,89,80,"18,167",,1
충청남도,금산군,폐기물처리,기타 폐기물 처리,산업폐수 처리,기타,,,,,,,,9,
충청남도,금산군,폐기물처리,기타 폐기물 처리,주거와 상업폐수 처리,기타,,,,,,,,9,
충청남도,금산군,폐기물처리,기타 폐기물 처리,매립,기타,,,,,,,"2,394",,
충청남도,금산군,농업,비료사용농경지,농경지,,,,,,,,,"81,572",
충청남도,금산군,농업,분뇨관리,젖소,기타,,,,,,,,"48,044",
충청남도,금산군,농업,분뇨관리,일반 소,기타,,,,,,,,"92,417",
충청남도,금산군,농업,분뇨관리,돼지,기타,,,,,,,,"179,253",
충청남도,금산군,농업,분뇨관리,닭,기타,,,,,,,,"27,636",
충청남도,금산군,농업,분뇨관리,기타 가금류,기타,,,,,,,,219,
충청남도,금산군,농업,분뇨관리,양 및 염소,기타,,,,,,,,262,
충청남도,금산군,농업,분뇨관리,기제류,기타,,,,,,,,51,
충청남도,금산군,농업,분뇨관리,모피동물,기타,,,,,,,,"1,393",
충청남도,금산군,농업,분뇨관리,기타,기타,,,,,,,,"12,862",
충청남도,금산군,기타 면오염원,산불 및 화재,산불,기타,141,4,,17,11,10,24,,1
충청남도,금산군,기타 면오염원,산불 및 화재,일반화재,기타,"17,249",406,,"1,114",708,637,"1,427",,28
충청남도,금산군,기타 면오염원,동물,인간,기타,,,,,,,,"13,720",
충청남도,금산군,비산먼지,도로재비산먼지,승용차,기타,,,,"167,078","32,071","7,759",,,81
충청남도,금산군,비산먼지,도로재비산먼지,택시,기타,,,,"4,214",809,196,,,2
충청남도,금산군,비산먼지,도로재비산먼지,승합차,기타,,,,"8,520","1,635",396,,,4
충청남도,금산군,비산먼지,도로재비산먼지,버스,기타,,,,"9,062","1,739",421,,,4
충청남도,금산군,비산먼지,도로재비산먼지,화물차,기타,,,,"76,709","14,724","3,562",,,37
충청남도,금산군,비산먼지,도로재비산먼지,특수차,기타,,,,"1,111",213,52,,,1
충청남도,금산군,비산먼지,도로재비산먼지,RV,기타,,,,"75,339","14,461","3,499",,,37
충청남도,금산군,비산먼지,건설공사,주거시설,기타,,,,"4,778","3,277",328,,,
충청남도,금산군,비산먼지,건설공사,비주거시설,기타,,,,"42,730","29,312","2,931",,,
충청남도,금산군,비산먼지,나대지,학교운동장,기타,,,,"28,378","11,067","1,660",,,
충청남도,금산군,비산먼지,하역 및 야적,알갱이 성상,기타,,,,,,,,,
충청남도,금산군,비산먼지,농업활동,경지정리,기타,,,,"53,836","24,256","4,851",,,1
충청남도,금산군,비산먼지,농업활동,수확,기타,,,,"43,957","13,800","2,760",,,1
충청남도,금산군,비산먼지,축산활동,젖소,기타,,,,"2,109",703,449,,,23
충청남도,금산군,비산먼지,축산활동,한육우,기타,,,,"4,604","1,535","1,023",,,53
충청남도,금산군,비산먼지,축산활동,닭,기타,,,,"10,141","3,392",439,,,
충청남도,금산군,비산먼지,축산활동,돼지,기타,,,,"19,975","6,658","1,089",,,
충청남도,금산군,비산먼지,폐기물처리,건설폐기물 재활용시설,기타,,,,"110,559","30,001","3,000",,,
충청남도,금산군,비산먼지,비포장도로 비산먼지,택시,기타,,,,"257,049","21,667","2,167",,,25
충청남도,금산군,비산먼지,비포장도로 비산먼지,승합차,기타,,,,"2,504",211,21,,,
충청남도,금산군,비산먼지,비포장도로 비산먼지,버스,기타,,,,"99,002","8,345",834,,,9
충청남도,금산군,비산먼지,비포장도로 비산먼지,화물차,기타,,,,"92,897","7,830",783,,,9
충청남도,금산군,비산먼지,비포장도로 비산먼지,특수차,기타,,,,"1,541",130,13,,,
충청남도,금산군,비산먼지,비포장도로 비산먼지,RV,기타,,,,"13,496","1,138",114,,,1
충청남도,금산군,생물성 연소,노천 소각,생활폐기물 소각,기타,"23,931","3,136",,"7,649","5,236","4,643","25,574",13,196
충청남도,금산군,생물성 연소,농업잔재물 소각,과수,기타,"40,363","1,773",,"4,810","2,410","1,907","30,681",2,691
충청남도,금산군,생물성 연소,농업잔재물 소각,두류,기타,"2,506",60,,"4,749","1,894","1,600","4,329",3,253
충청남도,금산군,생물성 연소,농업잔재물 소각,잡곡,기타,"3,118",66,,189,71,58,294,,15
충청남도,금산군,생물성 연소,농업잔재물 소각,채소,기타,"140,568","2,960",,"8,538","3,194","2,611","13,238",,691
충청남도,금산군,생물성 연소,농업잔재물 소각,특용작물,기타,"322,090","13,052",,"62,452","22,765","19,156","59,134",10,"2,567"
충청남도,금산군,생물성 연소,농업잔재물 소각,맥류,기타,131,6,,28,17,11,34,,1
충청남도,금산군,생물성 연소,고기 및 생선구이,쇠고기,기타,3,3,,202,202,188,21,,8
충청남도,금산군,생물성 연소,고기 및 생선구이,돼지고기,기타,10,7,2,472,472,429,133,,17
충청남도,금산군,생물성 연소,고기 및 생선구이,닭고기,기타,,,,26,26,24,4,,1
충청남도,금산군,생물성 연소,고기 및 생선구이,오리고기,기타,1,1,,42,42,39,25,,2
충청남도,금산군,생물성 연소,목재난로및보일러,화목난로및보일러,기타,"247,595","2,274",222,"21,472","9,360","5,945","71,093",23,"1,116"
충청남도,금산군,생물성 연소,목재난로및보일러,펠렛난로및보일러,기타,"51,892","5,252",71,"1,806","1,312",989,"16,289",7,99
충청남도,금산군,생물성 연소,아궁이,장작,기타,"23,902","2,381",38,539,261,215,"6,375",3,57
충청남도,금산군,생물성 연소,아궁이,생활폐기물,기타,"2,174",350,7,314,254,186,"1,406",6,6
충청남도,금산군,생물성 연소,아궁이,농업잔재물,기타,"10,396",464,11,192,175,153,"2,419",2,18
충청남도,금산군,생물성 연소,숯가마,숯가마,기타,"32,711",47,36,"8,640","8,208","7,776","5,858",,"1,227"
충청남도,부여군,비산업 연소,상업 및 공공기관시설,기타,B-C유,54,595,498,15,13,4,17,9,
충청남도,부여군,비산업 연소,상업 및 공공기관시설,기타,경유,"7,189","28,755",110,204,187,119,359,"1,150",12
충청남도,부여군,비산업 연소,상업 및 공공기관시설,기타,등유,"1,343","4,835",23,11,10,9,67,215,1
충청남도,부여군,비산업 연소,상업 및 공공기관시설,기타,LPG,494,"2,395",11,8,8,8,130,28,3
충청남도,부여군,비산업 연소,상업 및 공공기관시설,기타,LNG,20,118,,,,,6,2,
충청남도,부여군,비산업 연소,주거용시설,기타,무연탄,"260,424","47,151","83,303","4,853","3,722","1,939",324,2,36
충청남도,부여군,비산업 연소,주거용시설,기타,B-C유,24,270,239,67,61,20,8,4,
충청남도,부여군,비산업 연소,주거용시설,기타,경유,"1,097","4,389",17,311,285,182,55,176,18
충청남도,부여군,비산업 연소,주거용시설,기타,등유,"7,996","28,786",136,640,587,550,400,"1,279",55
충청남도,부여군,비산업 연소,주거용시설,기타,LPG,576,"2,794",13,91,91,91,152,33,35
충청남도,부여군,비산업 연소,주거용시설,기타,LNG,"1,384","7,999",22,65,65,65,389,110,25
충청남도,부여군,비산업 연소,농업.축산.수산업시설,기타,B-A유,232,"2,320","1,777",325,298,185,26,37,2
충청남도,부여군,비산업 연소,농업.축산.수산업시설,기타,B-C유,175,"1,942","1,719",480,440,140,56,28,1
충청남도,부여군,비산업 연소,농업.축산.수산업시설,기타,경유,"11,877","47,506",182,"3,365","3,086","1,970",594,"1,900",197
충청남도,부여군,비산업 연소,농업.축산.수산업시설,기타,등유,"2,334","8,403",40,187,171,160,117,373,16
충청남도,부여군,비산업 연소,농업.축산.수산업시설,기타,LPG,2,9,,,,,,,
충청남도,부여군,제조업 연소,연소시설,"1,2,3종(보일러)",B-C유,147,"1,632","1,445",52,47,26,38,24,
충청남도,부여군,제조업 연소,연소시설,"1,2,3종(보일러)",LNG,552,"1,521",4,12,12,12,74,21,5
충청남도,부여군,제조업 연소,공정로,아스팔트 콘크리트 생산,B-C유,322,"3,563","2,900",18,16,9,83,52,
충청남도,부여군,제조업 연소,공정로,아스팔트 콘크리트 생산,경유,38,153,172,1,1,,2,6,
충청남도,부여군,제조업 연소,기타,광업,경유,11,44,,,,,1,2,
충청남도,부여군,제조업 연소,기타,광업,LNG,279,768,2,1,1,1,37,11,
충청남도,부여군,제조업 연소,기타,"음,식료품 제조업",경유,15,60,,1,1,,1,2,
충청남도,부여군,제조업 연소,기타,"음,식료품 제조업",LPG,20,60,,,,,3,1,
충청남도,부여군,제조업 연소,기타,"음,식료품 제조업",LNG,"1,855","5,106",14,4,4,4,248,70,2
충청남도,부여군,제조업 연소,기타,"섬유제품제조업(봉제,의복 제외)",LNG,308,849,2,1,1,1,41,12,
충청남도,부여군,제조업 연소,기타,봉제의복 및 모피제품 제조업,LNG,88,241,1,,,,12,3,
충청남도,부여군,제조업 연소,기타,"가죽,가방 및 신발 제조업",LNG,8,22,,,,,1,,
충청남도,부여군,제조업 연소,기타,목재 및 나무제품 제조업(가구 제외),LNG,133,366,1,,,,18,5,
충청남도,부여군,제조업 연소,기타,"펄프, 종이 및 종이제품 제조업",LNG,43,117,,,,,6,2,
충청남도,부여군,제조업 연소,기타,"출판, 인쇄 및 기록매체 복제업",LNG,40,110,,,,,5,2,
충청남도,부여군,제조업 연소,기타,"코크스, 석유정제품 및 핵연료 제조업",B-C유,49,542,324,6,5,3,13,8,
충청남도,부여군,제조업 연소,기타,"코크스, 석유정제품 및 핵연료 제조업",경유,61,244,1,2,2,1,3,10,
충청남도,부여군,제조업 연소,기타,화합물 및 화학제품 제조업,경유,5,19,,,,,,1,
충청남도,부여군,제조업 연소,기타,화합물 및 화학제품 제조업,LNG,494,"1,361",4,1,1,1,66,19,
충청남도,부여군,제조업 연소,기타,고무 및 플라스틱 제품 제조업,LNG,266,732,2,1,1,1,36,10,
충청남도,부여군,제조업 연소,기타,비금속광물제품 제조업,경유,89,356,1,4,3,1,4,14,
충청남도,부여군,제조업 연소,기타,비금속광물제품 제조업,LPG,4,11,,,,,1,,
충청남도,부여군,제조업 연소,기타,비금속광물제품 제조업,LNG,898,"2,473",7,2,2,2,120,34,1
충청남도,부여군,제조업 연소,기타,제1차 금속산업,LNG,175,483,1,,,,23,7,
충청남도,부여군,제조업 연소,기타,조립금속제품 제조업(기계 및 가구 제외),LNG,494,"1,361",4,1,1,1,66,19,
충청남도,부여군,제조업 연소,기타,기타 기계 및 장비 제조업,LNG,242,666,2,1,1,1,32,9,
충청남도,부여군,제조업 연소,기타,기타 전기기계 및 전기변환장치 제조업,LNG,276,761,2,1,1,1,37,10,
충청남도,부여군,제조업 연소,기타,"의료, 정밀, 광학기기 및 시계 제조업",LNG,221,607,2,,,,30,8,
충청남도,부여군,제조업 연소,기타,자동차 및 트레일러 제조업,LNG,88,241,1,,,,12,3,
충청남도,부여군,제조업 연소,기타,가구 및 기타제품 제조업,B-C유,90,992,878,13,12,6,23,14,
충청남도,부여군,제조업 연소,기타,가구 및 기타제품 제조업,경유,73,292,1,3,3,1,4,12,
충청남도,부여군,제조업 연소,기타,가구 및 기타제품 제조업,등유,1,5,,,,,,,
충청남도,부여군,제조업 연소,기타,가구 및 기타제품 제조업,LPG,8,25,,,,,1,,
충청남도,부여군,제조업 연소,기타,가구 및 기타제품 제조업,LNG,130,358,1,,,,17,5,
충청남도,부여군,생산공정,식음료 가공,"육류,생선가공",기타,,,,,,,55,,
충청남도,부여군,생산공정,식음료 가공,마가린과요리용지방,기타,,,,,,,512,,
충청남도,부여군,생산공정,기타 제조업,유리(탄소제거공정),기타,95,"4,095","2,667",95,80,72,190,,
충청남도,부여군,에너지수송 및 저장,휘발유 공급,주유소(주유시 포함),휘발유,,,,,,,"42,058",,
충청남도,부여군,유기용제 사용,도장시설,자동차 수리,기타,,,,,,,"11,238",,
충청남도,부여군,유기용제 사용,도장시설,건축 및 건물,기타,,,,,,,"167,343",,
충청남도,부여군,유기용제 사용,도장시설,코일 코팅,기타,,,,,,,"24,699",,
충청남도,부여군,유기용제 사용,도장시설,"나무,가구제조",기타,,,,,,,"6,616",,
충청남도,부여군,유기용제 사용,도장시설,기타 산업용 도장공정,기타,,,,,,,"2,896",,
충청남도,부여군,유기용제 사용,도장시설,기타 비산업용 도장공정,기타,,,,,,,"179,478",,
충청남도,부여군,유기용제 사용,세정시설,기타 산업용 세정공정,기타,,,,,,,"1,302",,
충청남도,부여군,유기용제 사용,세탁시설,세탁(드라이크리닝),기타,,,,,,,"18,311",,
충청남도,부여군,유기용제 사용,기타 유기용제사용,인쇄업,기타,,,,,,,"2,998",,
충청남도,부여군,유기용제 사용,기타 유기용제사용,가정 및 상업용 유기용제사용,기타,,,,,,,"187,818",,
충청남도,부여군,유기용제 사용,기타 유기용제사용,아스팔트 도로 포장,기타,,,,,,,"2,425",,
충청남도,부여군,도로이동오염원,승용차,경형,휘발유,"37,824","1,158",8,,,,"2,473","2,023",
충청남도,부여군,도로이동오염원,승용차,경형,LPG,160,41,1,,,,6,,
충청남도,부여군,도로이동오염원,승용차,소형,경유,75,"1,556",1,27,27,25,19,2,15
충청남도,부여군,도로이동오염원,승용차,소형,휘발유,"16,265","4,294",7,1,1,1,"2,383","1,551",
충청남도,부여군,도로이동오염원,승용차,소형,LPG,64,17,,,,,2,,
충청남도,부여군,도로이동오염원,승용차,중형,경유,499,"15,739",6,41,41,38,263,16,22
충청남도,부여군,도로이동오염원,승용차,중형,휘발유,"35,644","9,327",32,19,19,17,"6,263","6,780",4
충청남도,부여군,도로이동오염원,승용차,중형,LPG,"11,442","2,705",12,,,,313,,
충청남도,부여군,도로이동오염원,승용차,대형,경유,195,"5,778",,17,17,16,100,,9
충청남도,부여군,도로이동오염원,승용차,대형,휘발유,"22,117","5,658",21,19,19,17,"3,648","4,521",4
충청남도,부여군,도로이동오염원,승용차,대형,LPG,"2,942",678,3,,,,75,,
충청남도,부여군,도로이동오염원,택시,중형,LPG,645,272,4,,,,31,,
충청남도,부여군,도로이동오염원,승합차,경형,휘발유,56,17,,,,,9,4,
충청남도,부여군,도로이동오염원,승합차,경형,LPG,"1,450",95,,,,,47,,
충청남도,부여군,도로이동오염원,승합차,소형,경유,820,"10,223",3,358,358,330,187,8,189
충청남도,부여군,도로이동오염원,승합차,소형,휘발유,4,1,,,,,1,,
충청남도,부여군,도로이동오염원,승합차,소형,LPG,210,42,,,,,7,,
충청남도,부여군,도로이동오염원,승합차,중형,경유,"3,931","11,711",3,324,324,298,"1,039",3,172
충청남도,부여군,도로이동오염원,승합차,대형,경유,"1,670","6,193",3,75,75,69,201,1,53
충청남도,부여군,도로이동오염원,승합차,특수,경유,933,"5,401",2,73,73,67,243,2,52
충청남도,부여군,도로이동오염원,버스,시내버스,경유,"2,600","8,415",4,59,59,55,115,5,42
충청남도,부여군,도로이동오염원,버스,시내버스,CNG,189,"3,276",,,,,"3,679",,
충청남도,부여군,도로이동오염원,버스,시외버스,경유,"15,494","57,952",25,661,661,608,"1,799",30,469
충청남도,부여군,도로이동오염원,버스,전세버스,경유,"7,159","25,715",12,258,258,238,655,14,183
충청남도,부여군,도로이동오염원,버스,고속버스,경유,11,38,,1,1,1,2,,
충청남도,부여군,도로이동오염원,화물차,경형,휘발유,21,6,,,,,2,2,
충청남도,부여군,도로이동오염원,화물차,경형,LPG,"3,119",202,1,,,,92,,
충청남도,부여군,도로이동오염원,화물차,소형,경유,"16,782","115,923",36,"4,716","4,716","4,339","3,196",95,"2,494"
충청남도,부여군,도로이동오염원,화물차,소형,휘발유,7,2,,,,,,,
충청남도,부여군,도로이동오염원,화물차,소형,LPG,"1,645",417,,,,,64,,
충청남도,부여군,도로이동오염원,화물차,중형,경유,"44,113","99,324",64,"3,293","3,293","3,030","12,827",29,702
충청남도,부여군,도로이동오염원,화물차,대형,경유,"45,200","214,995",58,"7,773","7,773","7,151","10,472",67,"5,515"
충청남도,부여군,도로이동오염원,화물차,특수,경유,"7,863","24,152",16,567,567,521,"2,192",7,402
충청남도,부여군,도로이동오염원,화물차,특수,CNG,245,548,,,,,498,,
충청남도,부여군,도로이동오염원,화물차,덤프트럭,경유,"7,124","38,984",11,"1,079","1,079",993,"1,645",13,766
충청남도,부여군,도로이동오염원,화물차,콘크리트믹서트럭,경유,"1,514","8,335",2,231,231,213,349,3,164
충청남도,부여군,도로이동오염원,특수차,구난차,경유,75,162,,5,5,5,22,,4
충청남도,부여군,도로이동오염원,특수차,견인차,경유,"1,014","2,617",2,72,72,66,299,2,51
충청남도,부여군,도로이동오염원,특수차,기타,경유,595,"2,123",1,40,40,37,177,2,29
충청남도,부여군,도로이동오염원,RV,소형,경유,"3,797","61,166",20,"1,245","1,245","1,145","1,034",54,658
충청남도,부여군,도로이동오염원,RV,소형,휘발유,"1,502",229,,,,,297,,
충청남도,부여군,도로이동오염원,RV,소형,LPG,"7,503","1,726",3,,,,230,,
충청남도,부여군,도로이동오염원,RV,중형,경유,"10,494","38,259",11,"1,649","1,649","1,517","1,213",30,872
충청남도,부여군,도로이동오염원,RV,중형,휘발유,79,12,,,,,18,,
충청남도,부여군,도로이동오염원,RV,중형,LPG,"2,712",665,1,,,,72,,
충청남도,부여군,도로이동오염원,이륜차,50cc 미만,휘발유,"17,518",85,1,,,,"1,007",5,
충청남도,부여군,도로이동오염원,이륜차,50cc 이상,휘발유,"57,579","4,426",12,,,,"4,313",76,
충청남도,부여군,도로이동오염원,이륜차,100cc 이상,휘발유,"59,475","4,572",13,,,,"4,455",78,
충청남도,부여군,도로이동오염원,이륜차,260cc 이상,휘발유,"1,422",275,1,,,,149,4,
충청남도,부여군,비도로이동오염원,농업기계,경운기,경유,"10,843","21,687",5,"2,169","2,169","1,995","3,253",64,"1,539"
충청남도,부여군,비도로이동오염원,농업기계,콤바인,경유,"1,080","1,996",1,242,242,222,235,9,171
충청남도,부여군,비도로이동오염원,농업기계,분무기류,경유,"27,134","54,268",12,"5,427","5,427","4,992","8,140",160,"3,850"
충청남도,부여군,비도로이동오염원,농업기계,양수기,경유,"11,112","22,224",5,"2,222","2,222","2,044","3,334",65,"1,577"
충청남도,부여군,비도로이동오염원,농업기계,탈곡기,경유,79,158,,16,16,15,24,,11
충청남도,부여군,비도로이동오염원,농업기계,파종기,경유,42,83,,8,8,8,12,,6
충청남도,부여군,비도로이동오염원,농업기계,트랙터,경유,"18,620","58,863",22,"2,928","2,928","2,695","3,604",225,"2,079"
충청남도,부여군,비도로이동오염원,농업기계,이앙기,경유,891,"1,782",,178,178,164,267,5,126
충청남도,부여군,비도로이동오염원,건설장비,불도저,경유,"1,253","2,466",1,134,134,123,391,1,95
충청남도,부여군,비도로이동오염원,건설장비,로우더,경유,"5,749","11,430",4,612,612,563,"1,551",3,434
충청남도,부여군,비도로이동오염원,건설장비,지게차,경유,"26,747","56,357",23,"3,175","3,175","2,921","7,638",16,"2,253"
충청남도,부여군,비도로이동오염원,건설장비,굴삭기,경유,"28,591","55,782",27,"3,030","3,030","2,787","6,468",20,"2,150"
충청남도,부여군,비도로이동오염원,건설장비,기중기,경유,"3,836","12,489",4,487,487,448,"1,463",3,345
충청남도,부여군,비도로이동오염원,건설장비,콘크리트펌프,경유,"2,375","4,165",3,98,98,90,740,2,69
충청남도,부여군,비도로이동오염원,건설장비,로울러,경유,"1,416","2,786",1,156,156,144,411,1,111
충청남도,부여군,비도로이동오염원,건설장비,공기압축기,경유,"1,404","4,570",2,177,177,162,594,1,125
충청남도,부여군,비도로이동오염원,건설장비,천공기,경유,765,"2,507",1,97,97,90,318,1,69
충청남도,부여군,폐기물처리,폐기물소각,생활폐기물,기타,"1,118","4,432","4,010",402,291,196,200,,3
충청남도,부여군,폐기물처리,기타 폐기물 처리,산업폐수 처리,기타,,,,,,,,10,
충청남도,부여군,폐기물처리,기타 폐기물 처리,주거와 상업폐수 처리,기타,,,,,,,,12,
충청남도,부여군,폐기물처리,기타 폐기물 처리,매립,기타,,,,,,,"2,046",,
충청남도,부여군,농업,비료사용농경지,농경지,,,,,,,,,"226,534",
충청남도,부여군,농업,분뇨관리,젖소,기타,,,,,,,,"64,550",
